,query-docid,q_id,label,bm25,laplace,jm,tfidf,okapi
21,54-AP890825-0103,54,1,34.286318914239956,-90.60270926816453,-38.75353913152826,13.95089514160584,2.7825990945164425
22,54-AP890724-0177,54,1,16.251133009278274,-93.11161589413216,-43.61518926407006,6.593212692454332,1.4409060249280161
23,54-AP890924-0063,54,1,27.129744760756147,-92.30095251357844,-42.19217833949568,10.128079678022079,2.0365553000644754
24,54-AP891027-0195,54,1,19.67098979990822,-93.50127779326486,-42.51583766467793,8.07257661468538,1.4410745114069583
25,54-AP890205-0032,54,1,16.152550142393796,-93.31034494961911,-44.08694959992121,6.19874985009268,1.1963136789587927
26,54-AP890407-0161,54,1,25.266914941711953,-93.39373686515073,-41.0691266018412,10.003354002436634,1.9198546443221296
27,54-AP890828-0184,54,1,0,-96.79511226194417,-47.819382063196116,0,0
28,54-AP890729-0025,54,1,0,-96.79546828032369,-47.819382063196116,0,0
29,54-AP890929-0092,54,1,23.970424046864395,-92.64063379130398,-42.00946272740155,9.323556177603322,1.7977817981400679
30,54-AP890413-0069,54,1,14.210689792288683,-93.91536972540361,-45.47381523987763,4.902310810860092,1.1344384366601212
31,54-AP890810-0106,54,1,26.287276513431593,-90.92150389040448,-42.15893005734486,10.143967963279383,1.9976033976774856
32,54-AP891218-0021,54,1,27.523223705457692,-92.51889116342699,-40.17490794376196,11.184988466183661,2.120274403738051
33,54-AP891229-0047,54,1,23.597363133044755,-93.79880142472987,-41.297983831185014,9.041951480398918,1.7883146308099014
34,54-AP890712-0008,54,1,26.94918431671428,-92.70063418874497,-40.10215825851098,10.923723548580448,2.089200334490394
35,54-AP890401-0127,54,1,26.975434206296278,-91.82743483502946,-40.298732756606405,11.066529046311139,2.09646681197105
36,54-AP891212-0267,54,1,26.387969016415006,-90.4590504482532,-42.650719536234746,9.881927155929812,1.9270396152891476
37,54-AP890728-0157,54,1,29.595752284665437,-91.78416543876861,-38.77211346538467,12.385110101926127,2.4076013974981154
38,54-AP890829-0166,54,1,32.99178643705986,-91.31874451383295,-39.45037807460968,12.845706786866543,2.4056577532063725
39,54-AP890126-0207,54,1,25.871181675062047,-92.52067099790972,-41.099131424969165,10.356482795268853,1.9685279776025708
40,54-AP890329-0150,54,1,25.31409247355465,-91.50884620466938,-42.00206616958932,9.281871079840363,1.8611633377597816
41,54-AP891117-0225,54,1,31.84367141097764,-90.68880135709594,-39.64671939693238,12.633064415214356,2.6817671779185845
42,54-AP890927-0161,54,1,23.788338444582923,-91.02951265107282,-42.70098344935318,9.09832549454857,1.7930888601425188
43,54-AP890329-0077,54,1,23.711967765248474,-91.5184521652034,-42.393613743961666,9.145963563045113,1.840913328262501
44,54-AP890224-0115,54,1,25.566160125975184,-93.616123807962,-40.643541327842186,10.042207731059275,1.9393476030096877
45,54-AP890327-0078,54,1,17.946139670080278,-94.31020561215617,-43.6806724797994,6.626090860622231,1.5962274001773498
46,54-AP891219-0007,54,1,20.436745523977198,-93.61665789198028,-41.73671165493053,8.4701145291689,1.5691923331339734
47,54-AP891219-0001,54,1,22.6313276949248,-91.52649154105171,-43.163405125381935,8.605284986136784,1.6094197461493747
48,54-AP890605-0104,54,1,20.09099614000094,-93.46384226622581,-42.1435841766593,8.263310234338089,1.5368613258854507
49,54-AP890809-0040,54,1,24.928154939652124,-92.36878903290966,-41.6983441723228,9.870381264944584,1.876603401674134
50,54-AP891220-0010,54,1,20.25476248920817,-92.56266659666875,-43.77091994368823,7.502411982046215,1.3986923526070143
51,54-AP890622-0297,54,0,22.956186303225444,-92.01149136857208,-42.01707484451145,9.098878008605176,2.0595889604086173
52,54-AP890821-0002,54,0,21.081644610415765,-93.7985788891033,-41.91763160374891,8.110423365282776,1.8096464195184874
53,54-AP891210-0032,54,0,27.37400550693695,-93.61630183992986,-39.78348172507412,10.670236032374412,1.9219947668388948
54,54-AP891121-0251,54,0,7.010676491629059,-95.19794783718706,-46.3498766111745,2.652282914627086,0.5806748342444061
55,54-AP890718-0265,54,0,12.648414908265368,-94.49541935978834,-45.087985062152505,4.802347825943502,1.1206743096301153
56,54-AP890424-0267,54,0,16.32455688386922,-94.71767311758937,-43.88805751017421,6.215767033825343,1.100699703392106
57,54-AP890905-0055,54,0,13.123458263180806,-95.00815770454808,-44.67655593065785,4.68592035767907,0.8831732839111108
58,54-AP890522-0009,54,0,13.273279922292726,-94.03421935069676,-44.79680816065369,4.919096434166578,0.9768204184857516
59,54-AP890515-0127,54,0,18.089959635810413,-92.8102214704968,-43.75630454148846,6.913784324632989,1.7365727083353817
60,54-AP890805-0125,54,0,18.211210749286685,-93.24914888748037,-43.66359020739264,7.147473827840617,1.3270163379107323
61,54-AP890614-0249,54,0,13.248732469056495,-93.62919861297144,-45.309003812646765,5.013629592011176,1.146545304809118
62,54-AP890829-0083,54,0,20.514023437590296,-93.61705843159623,-41.9061671014061,8.51943131788016,1.550757484255885
63,54-AP890924-0067,54,0,17.522006197208228,-94.31407646156612,-44.244468329734275,6.182172024134111,1.2961113976173562
64,54-AP890827-0004,54,0,14.66705077690059,-94.71900777074947,-44.22017405368762,5.518093682184555,1.0404349110510462
65,54-AP890309-0227,54,0,21.423251551713552,-93.11455059702641,-43.58337297160751,7.469085513808575,1.5393462108036429
66,54-AP890216-0090,54,0,26.995075663581908,-93.21221634525523,-40.29261463904954,10.607017233003662,1.8899376457687902
67,54-AP891004-0092,54,0,14.534061220776103,-94.49488549555653,-44.06885720125771,5.487091388814298,1.1435993610266024
68,54-AP891107-0264,54,0,17.979749938656322,-92.93609586809221,-44.56218654436241,6.210249483724191,1.408948517335707
69,54-AP890124-0087,54,0,22.894464439298314,-93.11032606294712,-42.756379042510744,8.77630761631387,1.7114115495354012
70,54-AP890830-0175,54,0,20.339192126127067,-92.30677620815834,-43.57260172503996,7.6718485755255585,1.6531080908805549
71,54-AP890414-0003,54,0,13.686348242319063,-93.91368066760268,-44.652472573974116,5.105368347602169,1.1296255814020006
72,54-AP890320-0033,54,0,17.322074921754073,-94.03439710181189,-44.11791319459748,5.955305488619565,1.0367101158081993
73,54-AP890731-0263,54,0,14.761930902263815,-94.08861952429515,-44.23580054433175,5.84530354053968,1.3515374412520296
74,54-AP891123-0093,54,0,14.28455468950225,-94.7214985277262,-44.8347813495212,4.77648342790732,1.0169657288509484
75,54-AP891212-0080,54,0,18.320259965944395,-93.22684340660732,-44.27571525440456,6.56611610381459,1.207945314848003
76,54-AP890317-0056,54,0,16.25274574583174,-93.6337297815343,-44.858768276594205,5.563831421791651,1.0419496542830973
77,54-AP890111-0139,54,0,15.400103381517145,-94.0962244892196,-44.564716940300386,5.692073767379597,1.0724742722615037
78,54-AP890118-0257,54,0,17.649867951750487,-93.33862769172225,-44.98085471593979,6.064075349090547,1.4205986270991842
79,54-AP890310-0180,54,0,14.662853819740306,-94.31576658988872,-44.41658630347687,5.481552659610763,1.0669834941616256
80,54-AP891119-0064,54,0,13.537046396812777,-93.8130752717544,-45.3410123944353,4.653663183520653,1.052044100180114
81,54-AP890918-0217,54,0,13.66498565700985,-95.40734915751366,-43.85078152570656,5.042845929520082,1.059108878468348
82,54-AP890619-0259,54,0,13.248732469056495,-93.62919861297144,-45.309003812646765,5.013629592011176,1.146545304809118
83,54-AP890105-0253,54,0,12.865652723469768,-94.59739813346503,-44.808294406613115,5.05259867428153,1.3197896653674654
84,54-AP890112-0274,54,0,17.013627634748175,-93.11668425042038,-43.724566369581574,6.217596349933284,1.326323965135877
85,54-AP891130-0219,54,0,13.210965029243624,-95.40757171171258,-44.071942995214386,4.85383235925607,1.0412626483363907
86,54-AP890808-0040,54,0,17.070283491912292,-93.6278654277667,-44.17297025848464,6.531385219476102,1.1801130003144578
87,54-AP890727-0016,54,0,16.795144197220004,-94.31412094320216,-43.964535810284474,6.378225598262469,1.186896219685798
88,54-AP891017-0139,54,0,13.337511844821435,-93.81249769773166,-44.80967735931242,5.005434309916635,0.9985622782836274
89,54-AP890906-0134,54,0,13.914368447882905,-93.63137567112398,-45.38328237001793,4.735316980596725,1.109449414804845
90,54-AP890421-0284,54,0,12.599121832075928,-94.4943515956959,-44.83986196821115,4.893357448145463,1.1676498332352168
91,54-AP890310-0094,54,0,19.191695839937292,-93.0656270606234,-43.280354274767404,7.704807062491565,1.409086882028983
92,54-AP891211-0158,54,0,15.511438135926074,-95.00397581448327,-44.0111613242553,5.747028058966699,1.0825237726024137
93,54-AP890818-0210,54,0,19.088743052192008,-91.82050717838302,-43.99819362479212,7.102354720629722,1.6456638246191864
94,54-AP890719-0022,54,0,12.582674343408168,-95.00944742100783,-44.87232947013932,4.43963961474534,0.8359887691873338
95,54-AP891228-0176,54,0,12.607784571238373,-93.47162564432526,-45.50050468730323,4.930389889900665,1.2753729254297683
96,54-AP890629-0075,54,0,12.92118485406332,-94.0328860914303,-45.95851497379231,4.454648463810965,1.088726751282382
97,54-AP890518-0009,54,0,17.07213980303949,-93.47242579101948,-43.9930462944925,6.021134946773977,1.2804702731941062
98,54-AP890214-0216,54,0,13.027266488843878,-94.31256393876257,-44.898135327178416,5.0313795625439255,1.2554485966692752
99,54-AP890711-0236,54,0,13.809341771491567,-94.72087591117986,-45.495944205927884,4.644473479719847,1.0491968688271796
100,54-AP890510-0174,54,0,13.290054367614278,-94.60469379160858,-45.247785599890776,4.805849550505236,0.9774316153466025
101,54-AP891211-0100,54,0,27.563187774611063,-92.11507241594992,-40.521449343379686,11.181032848588032,2.148144076281904
102,54-AP890619-0302,54,0,14.82582362291214,-93.80151586105148,-44.22783952140802,5.959482828208456,1.4188606360130274
103,54-AP890421-0082,54,0,12.793405550468414,-95.00646741647,-44.85074683830589,4.592612383572627,0.9539465245902093
104,54-AP890703-0099,54,0,15.963036904946101,-94.71673872787548,-43.81686929037904,6.02291765492575,1.147664290932184
105,54-AP890826-0140,54,0,14.460672303282557,-93.50888233543873,-44.69670345792083,5.489720623386011,1.206322328525721
106,54-AP890707-0193,54,0,13.331769827773401,-94.32301230282819,-45.22534028259364,4.392916456447654,0.906980731798702
107,54-AP890809-0040,54,0,24.928154939652124,-92.36878903290966,-41.6983441723228,9.870381264944584,1.876603401674134
108,54-AP890306-0169,54,0,27.93181923959083,-92.00940045264447,-40.25917339337422,11.417692169513714,2.1784487857561174
109,54-AP890207-0101,54,0,15.99828343929235,-94.15894712316714,-43.71546428828594,6.154685026802454,1.1939777233193258
110,54-AP890822-0208,54,0,12.799991228238074,-95.0041093128354,-44.75213352599501,4.771744842672279,1.0747326419042458
111,54-AP891019-0281,54,0,13.98266257242561,-93.80449623012902,-44.848001598934836,5.474417127748739,1.3032018308477364
112,54-AP890126-0109,54,0,7.8039000058936265,-95.41126520727674,-45.9360550293133,3.0833061650359777,0.6729469146938667
113,54-AP890118-0286,54,0,17.64415139723637,-94.31136261396601,-43.59205259671611,6.957507833650954,1.3140960283428509
114,54-AP890815-0095,54,0,17.665388947190316,-95.00170600158853,-42.81465515101138,6.867153732709816,1.235609107576738
115,54-AP890211-0111,54,0,14.97759547979538,-94.31910132200521,-44.711425541093426,5.110798744746349,1.0437241596637734
116,54-AP890502-0305,54,0,12.987909583163482,-93.22102246150229,-45.39622921599336,5.122023839434855,1.3379242177814898
117,54-AP890511-0054,54,0,21.119421972375957,-92.23596926139184,-41.922891209919726,8.903165492624122,1.6455375232483447
118,54-AP890330-0029,54,0,28.62323346852707,-91.1417142713064,-41.01014870394612,10.6959608707333,2.0925778244822917
119,54-AP890210-0032,54,0,13.119078773177133,-93.5087489846957,-45.075030415048744,5.0985808866938855,1.2096600890730977
120,54-AP890821-0070,54,0,18.91757719180933,-93.5808634406641,-43.24187462127048,7.542240211427844,1.3852379869531375
121,54-AP890306-0286,54,0,19.394173600730646,-93.39627320688841,-43.49201050362764,7.378044788831005,1.7241411202386443
122,54-AP891115-0045,54,0,17.223011972037607,-93.40121009219301,-43.61838019631324,6.723751088987893,1.286552425367095
123,54-AP891020-0034,54,0,14.667066785691928,-94.3199459001753,-44.71327041599493,5.495958783816257,0.9490562609399577
124,54-AP890816-0133,54,0,17.545274378295055,-92.8945184334303,-44.09491021867987,6.377713486908989,1.4480266326317017
125,54-AP891219-0144,54,0,23.546147417637314,-94.02163342443356,-41.3238282981063,8.97345993904736,1.7691132424095595
126,54-AP890314-0145,54,0,13.340696393126281,-94.72501095605435,-45.561890567615606,4.339429207027838,0.8667216453790894
127,54-AP891217-0028,54,0,15.191324099536352,-94.09893562294945,-44.74758545702478,5.591050082813618,0.9996822241943966
128,54-AP890609-0266,54,0,23.863549450219935,-93.62026202678472,-42.971216070946724,8.41157122972557,1.7287349133317003
129,54-AP891219-0009,54,0,19.67734430664147,-92.8134678898909,-42.91571518744579,8.002776527341613,1.4839714853714754
130,54-AP890328-0140,54,0,10.022856656817188,-94.72661104495349,-46.18747794442553,3.5319792790135933,0.7975221360793907
131,54-AP890626-0279,54,0,12.452223163712507,-94.3134981777898,-45.125072875005166,4.790480009288297,1.1472120868011415
132,54-AP890314-0209,54,0,12.541731122165228,-94.32896399006171,-45.49310461781212,4.339939168858811,0.7818493672696917
133,54-AP891215-0209,54,0,6.642221622263768,-96.10031829025665,-46.0424632792495,2.4600411207574235,0.5369162170810349
134,54-AP890320-0022,54,0,17.573226502590664,-93.30509954332894,-43.39446574338397,6.920416727267817,1.3242664471489904
135,54-AP890731-0248,54,0,15.125121896565048,-94.71980845578067,-44.65209659574486,5.142338987680768,1.1094765111569342
136,54-AP890529-0018,54,0,14.079349599560564,-92.10828275222542,-44.85382646037214,5.768969347043671,1.5084547849737475
137,54-AP890222-0165,54,0,20.202706405129092,-93.39565032025345,-42.313581276529064,8.317291223473266,1.5338960399129775
138,54-AP890926-0150,54,0,16.256620991776153,-93.61714743767646,-43.27390058526415,6.717914979855344,1.5467218039775021
139,54-AP891120-0042,54,0,18.096023784694097,-93.8026725540238,-43.73780596676396,6.650142183096532,1.4916147711194936
140,54-AP891120-0168,54,0,13.035613033024614,-94.72927714880069,-45.06550595942345,4.136031036943099,0.7348030153301628
141,54-AP891127-0267,54,0,19.56765404238022,-93.22133361150719,-43.19939576033843,7.047418386223914,1.3915756592142412
142,54-AP891113-0012,54,0,20.502356692444224,-92.64863597034196,-43.52725785359351,7.60880735881354,1.4701810457931943
143,54-AP890801-0238,54,0,22.423828618940533,-93.90273760539814,-40.872713977076124,8.760104215396344,1.9754023984541895
144,54-AP890724-0177,54,0,16.251133009278274,-93.11161589413216,-43.61518926407006,6.593212692454332,1.4409060249280161
145,54-AP891124-0019,54,0,18.015627896570386,-93.90936750763612,-43.58412697751628,7.082296268463903,1.2677636059049853
146,54-AP890304-0014,54,0,16.199504542374754,-94.71633824172972,-43.67776368414167,6.141735615242624,1.1691763354819622
147,54-AP891028-0081,54,0,17.705881741651403,-94.3124749579268,-43.785048669777446,6.3220975891385764,1.4050621439691053
148,54-AP891006-0129,54,0,12.495827679022957,-94.31967920091203,-45.11107042313679,4.517538236103933,0.993726605495832
149,54-AP890810-0071,54,0,18.34492150474525,-93.62337540378168,-43.57638986263375,7.229387571259833,1.3096056600424928
150,54-AP890814-0095,54,0,15.724986225966923,-95.00232915161222,-43.78502681260689,6.077184653534771,1.1892560624009336
151,54-AP891216-0132,54,0,19.740726513911923,-93.21430756354081,-42.43811703327995,8.067693894900195,1.5095201505827769
152,54-AP891209-0055,54,0,18.80783721452257,-94.30998309262313,-42.681593470509135,7.487281879538157,1.3887144486812937
153,54-AP890801-0263,54,0,17.1095523869511,-94.02670575537286,-44.18645747952938,6.1441330104698295,1.3747663008850786
154,54-AP890529-0101,54,0,16.274648640740537,-92.94178159848146,-44.92421540334047,5.390190064009047,1.2232657671105112
155,54-AP890712-0288,54,0,13.7792492116678,-95.00673432780542,-44.41573725693784,4.992337005956057,0.9420071759375495
156,54-AP890201-0266,54,0,13.302700009997372,-94.49466304161143,-44.32843191491165,5.008417445288327,1.1534783019720691
157,54-AP890601-0153,54,0,18.012573785193275,-95.00126086470881,-42.45901159333892,7.057694506018775,1.2711065150031184
158,54-AP891218-0021,54,0,27.523223705457692,-92.51889116342699,-40.17490794376196,11.184988466183661,2.120274403738051
159,54-AP890629-0207,54,0,18.704494204783288,-93.62270835356075,-44.76496440546235,6.440167672217413,1.5356469818386858
160,54-AP890426-0157,54,0,18.753214183153712,-94.31612236088344,-43.44558655987984,6.458031134365111,1.179696000110968
161,54-AP891208-0221,54,0,17.701679215941187,-92.7195260776276,-44.935541782263,5.9280496603268285,1.2672337482907998
162,54-AP890216-0158,54,0,13.88761286064178,-94.02977428876827,-45.4543627876628,4.848564403352434,1.2152188398283772
163,54-AP891220-0298,54,0,12.698943043449862,-95.40988590843543,-44.70351165566431,4.4864876545562264,0.8859981894731129
164,54-AP891006-0239,54,0,14.579884835202472,-93.51150444842969,-45.466978936878434,5.0624820435959865,1.2289884299460139
165,54-AP891122-0185,54,0,14.245000759936975,-93.62879868073763,-44.59397429558128,5.35311088672128,1.1564089286039514
166,54-AP890419-0129,54,0,14.469467193389093,-94.32061260943766,-44.72341820985534,5.403615099128779,0.9329521533424505
167,54-AP890904-0074,54,0,23.614492213383745,-91.92036138186327,-42.35125664282069,9.330860785458063,1.8076480000525748
168,54-AP890711-0005,54,0,17.276956810778287,-93.12219355592138,-44.106143186295476,6.707726910370102,1.191167926169114
169,54-AP890105-0043,54,0,15.005961430129977,-94.49639801836007,-44.29559197086589,5.6018063143269305,1.0812874056643622
170,54-AP890224-0115,54,0,25.566160125975184,-93.616123807962,-40.643541327842186,10.042207731059275,1.9393476030096877
171,54-AP890623-0212,54,0,13.585573225651643,-94.50395634586442,-45.017685989241485,4.942271030225597,0.856796048584735
172,54-AP890715-0004,54,0,13.431162066480885,-95.40904041416815,-44.16700548388793,4.807521659886585,0.9370516955339915
173,54-AP891214-0250,54,0,12.518515429179864,-93.80689751083008,-44.79001415871386,4.856961159035571,1.1167622095019802
174,54-AP890607-0146,54,0,14.627336916362742,-91.8368170182959,-44.41317630075846,6.11267000717191,1.596690974949506
175,54-AP890609-0060,54,0,13.105473082705132,-94.49991130581402,-44.58354327606732,4.782999464919499,0.9624264558046307
176,54-AP890915-0087,54,0,16.22795679375514,-94.09377923646423,-44.23205353388062,6.107064456186009,1.1482251238419021
177,54-AP890920-0093,54,0,14.136657309663187,-94.71869637159412,-45.321056796026326,4.866697823199072,1.1801020912289935
178,54-AP890226-0013,54,0,26.545341990977594,-92.70139072148923,-40.5516178335226,10.705534046620931,2.0338165116661657
179,54-AP891128-0083,54,0,17.412247343335583,-94.02786215253057,-43.879043962366346,6.696050953280741,1.229823485203245
180,54-AP891108-0038,54,0,12.709727516331846,-94.60242573259049,-45.12914052613323,4.694925075841607,1.0631978273677354
181,54-AP890117-0119,54,0,26.28013351557514,-91.1686404479711,-41.367064547261144,10.466206914532943,2.047364595705983
182,54-AP890303-0154,54,0,22.082980563563027,-92.12303246074265,-43.469962295049555,8.026931289396895,1.7563799113360246
183,54-AP890915-0147,54,0,14.353579742938932,-94.0294630419189,-44.06017045353908,5.447045436058261,1.0895963426185422
184,54-AP890719-0207,54,0,14.201508537651849,-94.31798989907641,-45.176511817908306,4.8329704135106395,1.0905644933203824
185,54-AP890524-0144,54,0,12.906855613746263,-94.03510806678065,-45.417576775739896,4.340218374215105,1.0139822059565202
186,54-AP890504-0274,54,0,16.069808479783646,-94.31412094320214,-44.53478995029439,5.636661846618386,1.293331167149249
187,54-AP890410-0250,54,0,17.24898413850802,-92.93796194384338,-44.88675285424881,5.799681159648944,1.358771282857369
188,54-AP890222-0289,54,0,16.68283760005066,-94.09226725175748,-44.23867173138032,6.446687414756612,1.2008965953523
189,54-AP891021-0140,54,0,16.093433127484538,-94.71651623804743,-43.74114723613312,6.088296559814886,1.1595062708676829
190,54-AP890523-0152,54,0,4.829678791975795,-96.11583807144356,-46.83551980254893,1.530402570396425,0.24262629292302787
191,54-AP890303-0002,54,0,17.029176519928217,-94.49248266553866,-43.13264753751626,6.606800374178249,1.262213358416039
192,54-AP890310-0339,54,0,22.910517913839037,-91.95108858188351,-43.252171480182966,8.510436344605521,1.9370865481869541
193,54-AP891019-0335,54,0,12.5288748771511,-93.80685304921853,-44.784521600960964,4.861844638512416,1.1178622653555714
194,54-AP891207-0252,54,0,12.5288748771511,-93.80685304921853,-44.784521600960964,4.861844638512416,1.1178622653555714
195,54-AP891206-0172,54,0,15.997977942028708,-94.3157221174019,-44.18957512426239,6.145096801883401,1.0684272543022537
196,54-AP891010-0093,54,0,13.250403283900512,-94.72118722551008,-44.627384296673284,4.79829892491247,0.9559422080509453
197,54-AP891208-0081,54,0,19.10718383126462,-93.24581435922615,-43.16128377802683,7.661492363857725,1.4202987235268074
198,54-AP891206-0170,54,0,18.379075458441896,-93.39943138552775,-43.65945855918587,6.723952270858813,1.5339208622441052
199,54-AP890123-0136,54,0,20.223541817776926,-92.12432133173336,-42.689310590417584,8.383662098778677,1.5055906246744775
200,54-AP890126-0189,54,0,15.857006320182442,-93.06664952426203,-45.04658745095058,5.850505787016314,1.451535479468931
201,54-AP891129-0267,54,0,13.702231261632846,-94.32256796946695,-45.06706732263356,4.5239756362354155,0.9206653844539643
202,54-AP891027-0195,54,0,19.67098979990822,-93.50127779326486,-42.51583766467793,8.07257661468538,1.4410745114069583
203,54-AP890729-0080,54,0,20.33329012585195,-93.62008408292601,-44.128292212089626,7.1934172563626255,1.744730449806729
204,54-AP890608-0276,54,0,12.612725869355188,-93.80649734742993,-44.739622489438176,4.901426284801952,1.1267764956085504
205,54-AP890130-0077,54,0,12.649465431983991,-94.61078323899078,-45.41555071750217,4.374012063927747,0.803348540552112
206,54-AP891028-0060,54,0,13.718910613914126,-94.71909673971044,-45.55516542134181,4.700897182188254,1.1536642582632635
207,54-AP890814-0230,54,0,19.880652799253035,-93.00063438922977,-43.883047917675306,7.124202328333796,1.4021815670182056
208,54-AP891030-0260,54,0,23.565798008065855,-93.62057341901387,-43.08379693250383,8.278052752976098,1.7014513282335686
209,54-AP890316-0045,54,0,16.697476359974463,-94.31425438662632,-44.2111350879527,5.841631885277485,1.2850632031363107
210,54-AP890725-0097,54,0,15.67094335136899,-94.72127617023648,-44.059226275810744,5.250849096646704,1.0282470016390899
211,54-AP890904-0063,54,0,13.201178105143937,-94.32110149425267,-45.31660619928213,4.372786516819725,0.9689505348170566
212,54-AP891015-0069,54,0,14.059961955636577,-93.50594810550223,-44.68951331327712,5.5235246980291635,1.2852530515980087
213,54-AP890927-0049,54,0,21.44339619057005,-92.12267687357931,-42.95703217228388,8.22712914719936,1.7741620841536752
214,54-AP890831-0080,54,0,21.7365699944502,-91.9767166072305,-43.15358485144581,8.343792894446898,1.833329598141689
215,54-AP890908-0202,54,0,15.16024217054922,-94.03319720513409,-45.13871129631213,5.166182270618619,1.0775756934285228
216,54-AP890703-0125,54,0,12.969503671161672,-94.3223013576038,-45.37847305734052,4.298112075963722,0.9290787341325839
217,54-AP890412-0049,54,0,13.958966078131002,-93.0223518049402,-45.13835140424901,5.107497740761648,1.3144892726810369
218,54-AP890324-0096,54,0,14.743488503076332,-95.0052217124779,-44.39928957208104,5.373195615766935,1.0140494424723052
219,54-AP890518-0240,54,0,12.632966829190446,-93.81458565285249,-45.55938578942095,4.274522402574256,1.010183532075534
220,54-AP890713-0249,54,0,18.25242841280668,-93.9079440992365,-43.867042599372766,6.626977844831062,1.510463399230596
221,54-AP890930-0065,54,0,13.466970548883118,-94.49341718519383,-44.65862633517967,5.211641857961183,1.21274583520477
222,54-AP891006-0139,54,0,13.091832788973672,-93.91639187664448,-44.59668007069058,4.92094278875115,1.0041861554903955
223,54-AP890215-0195,54,0,18.992581457348358,-92.7787896414339,-44.128428119818246,6.668266082368911,1.5911452008514844
224,54-AP890714-0191,54,0,0,-96.79159572945561,-47.819382063196116,0,0
225,54-AP890904-0030,54,0,23.05140217436538,-91.7555299145686,-42.55187816331046,9.066135238961888,1.7581952454629026
226,54-AP891119-0009,54,0,18.361060048369133,-92.93454047239189,-44.22438979199469,6.646002286427579,1.4923248692035413
227,54-AP890210-0021,54,0,14.632867319261416,-93.62528730621706,-45.548114057221824,5.209861623114123,1.3343396063086068
228,54-AP890803-0224,54,0,17.04140163932496,-94.3099385879738,-43.24458359787813,6.910653991932552,1.3093492250079901
229,54-AP890713-0286,54,0,12.965062741144045,-94.02643887075038,-44.820839065779545,5.044103812037585,1.1815373213686309
230,54-AP891025-0271,54,0,19.237891746960912,-93.40040972313327,-43.504882608348275,7.03078713674582,1.4838540150379682
231,54-AP890612-0180,54,0,26.923923932463598,-93.21230534440417,-40.34254233507687,10.5692818224361,1.8830462039402702
232,54-AP891221-0120,54,0,18.375716815277475,-93.63084256880144,-43.92943477842843,6.351073817367635,1.125995418020238
233,54-AP891005-0289,54,0,26.40135719527241,-91.10160344716192,-41.65234326951735,10.476345719429407,2.0404916980435415
234,54-AP890927-0154,54,0,19.33276316446509,-93.22071129939513,-44.0435192029678,7.173763998393092,1.4162503107700424
235,54-AP890721-0216,54,0,16.541023079563693,-93.91087960161285,-44.547185822753654,5.834981680374505,1.3350461846565618
236,54-AP890829-0013,54,0,15.43483591794841,-93.6260430486095,-44.74630559806869,5.521803415389357,1.261396461524736
